run_utc	mention_id	doc_id	entity_id	entity_type	canonical_name	mention_text	normalized_mention_text	context_type	context_snippet	mention_count	confidence	source_span_id	source_url
20260923T220951Z	mention-eebe3ccea0ddad35	doc-npr-blanche-confirmed-2026-08-08	entity-b82b4db08655a2e3	person	Todd Blanche	Todd Blanche	todd blanche	news_clipping	NPR: Senate votes to confirm Todd Blanche as attorney general.	3	0.90		https://www.npr.org/2026/08/08/g-s1-137631/senate-confirms-todd-blanche-attorney-general
20260923T220951Z	mention-1494b03b771c9c09	doc-oversight-black-transcript-2026-07-16	entity-7bc876982c65b8e8	person	Leon Black	Leon Black	leon black	legal_filing	Leon Black final transcript dated July 16, 2026 (PDF).	3	0.90		https://oversight.house.gov/wp-content/uploads/2026/07/Leon-Black-Final-Transcript-7.16.26.pdf
20260923T220951Z	mention-909e3d44a18c2a7d	doc-oversight-gates-transcript-2026	entity-1aa87865f2661e67	person	Bill Gates	Bill Gates	bill gates	legal_filing	Bill Gates transcribed interview transcript (PDF).	3	0.90		https://oversight.house.gov/wp-content/uploads/2026/06/Bill-Gates-Transcript.pdf
20260923T220951Z	mention-46f5bbca76343a9e	doc-oversight-groff-transcript-2026	entity-2bbd065a7f1922ca	person	Lesley Groff	Lesley Groff	lesley groff	legal_filing	Lesley Groff transcribed interview transcript (PDF).	3	0.90		https://oversight.house.gov/wp-content/uploads/2026/06/Lesley-Groff-Transcript.pdf
20260923T220951Z	mention-436ce6f1f2ba97bc	doc-oversight-svpa-release-2026-09-16	entity-178e96e33089c25a	person	Voice Protection Act	Voice Protection Act	voice protection act	legal_filing	Committee release announcing introduction of the Survivor's Voice Protection Act.	2	0.90		https://oversight.house.gov/release/chairman-comer-introduces-the-survivors-voice-protection-act/
20260923T220951Z	mention-744fc83f7ae1eb7c	doc-politicalwire-efta2-218-2026-09-18	entity-8285e9739d852ec8	person	Political Wire	Political Wire	political wire	news_clipping	Political Wire: second Epstein files discharge petition has the signatures.	2	0.90		https://politicalwire.com/2026/09/18/second-epstein-files-discharge-petition-has-the-signatures/
20260923T220951Z	mention-0ab4ec792430eba3	doc-recap-00986069822e	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Exhibit 6 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/6/maxwell-v-united-states/
20260923T220951Z	mention-c96fcc1d7184c7c8	doc-recap-3598f731fdeb	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Complaint 1:26-cv-20593 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/1/epstein-v-town-of-surfside-florida/
20260923T220951Z	mention-b5c451b9a4a74557	doc-recap-4320e95df51d	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Exhibit 3 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/3/maxwell-v-united-states/
20260923T220951Z	mention-67d26887bb3b46ff	doc-recap-4bd26bf58d9d	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Godwin v. Epstein - Case Transferred In - District Transfer 1:26-cv-00078 entry 3 doc 3 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72383025/3/godwin-v-epstein/
20260923T220951Z	mention-cbe17b4963cab4e9	doc-recap-66f5af345915	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Summons (Affidavit) Returned Executed 1:26-cv-20593 entry 11 doc 11 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/11/epstein-v-town-of-surfside-florida/
20260923T220951Z	mention-0b3685f69f302ad4	doc-recap-8f75e9493807	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	National Association For The Advancement of Colored People v. United States - Response in Opposition to Motion 1:26-cv-01205 entry 27 doc 27 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72354560/27/national-association-for-the-advancement-of-colored-people-v-united-states/
20260923T220951Z	mention-68dfadab542995b8	doc-recap-b7927f87d53a	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Maxwell v. United States - Motion to Vacate/Set Aside/Correct Sentence (2255) 1:25-cv-10464 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/docket/72049470/1/maxwell-v-united-states/
20260923T220951Z	mention-13f2aa06bd64f448	doc-recap-da8b2c65f3d6	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	EPSTEIN v. Town of Surfside, Florida - Exhibit A 1:26-cv-20593 entry 1 doc 1 jeffrey_epstein,ghislaine_maxwell,pacer,recap courtlistener_recap:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/docket/72204779/1/1/epstein-v-town-of-surfside-florida/
20260923T220951Z	mention-ad2d36112b0a7ac8	doc-reuters-note-unsealed-2026-05-06	entity-ff372baf960ebc69	person	New York	New York	new york	news_clipping	Reuters via US News: New York judge releases purported Epstein note.	2	0.90		https://www.usnews.com/news/us/articles/2026-05-06/new-york-judge-releases-purported-epstein-suicide-note
20260923T220951Z	mention-27181217addcbf6c	doc-sec-gs-8k-2026-03-09	entity-709624e3979225cc	person	Goldman Sachs	Goldman Sachs	goldman sachs	legal_filing	Goldman Sachs Form 8-K reporting the retirement.	2	0.90		https://www.sec.gov/Archives/edgar/data/886982/000119312526105328/gs-20260309.htm
20260923T220951Z	mention-00ff12264053b54a	doc-sec-gs-8k-2026-03-09	entity-ee9c4268579a733c	person	Goldman Sachs Form	Goldman Sachs Form	goldman sachs form	legal_filing	Goldman Sachs Form 8-K reporting the retirement.	2	0.90		https://www.sec.gov/Archives/edgar/data/886982/000119312526105328/gs-20260309.htm
20260923T220951Z	mention-12a5a526a7867979	doc-senate-finance-wyden-report-2026-08-04	entity-e5d4a4d8986c5dce	organization	Senate Finance	Senate Finance	senate finance	legal_filing	Senate Finance minority release of the report.	2	0.90		https://www.finance.senate.gov/ranking-members-news/wyden-releases-new-report-on-failure-of-wall-street-banks-to-blow-the-whistle-on-jeffrey-epsteins-sex-trafficking-and-money-laundering-schemes
20260923T220951Z	mention-219b4f2be0ddd554	doc-senate-gao-request-2026-03-11	entity-e3db59e4ebc69bf1	person	Acting Comptroller General	Acting Comptroller General	acting comptroller general	legal_filing	Senators' March 11, 2026 request letter to the Acting Comptroller General.	2	0.90		https://www.lujan.senate.gov/wp-content/uploads/2026/03/GAO-Epstein-Files-Redactions-Review-Letter.pdf
20260923T220951Z	mention-8eaee9fa8362bc27	doc-upi-oig-audit-2026-04-23	entity-1b39cb912d255f4f	person	Inspector General	Inspector General	inspector general	news_clipping	UPI: DOJ Inspector General to audit release of Epstein files.	2	0.90		https://www.upi.com/Top_News/US/2026/04/23/justice-department-inspector-general-audit-epstein-files-release/7901776973145/
20260923T220951Z	mention-4557f78dbfe6ff4b	doc-wapo-blanche-confirmed-2026-08-08	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: narrow Senate approval.	3	0.90		https://www.washingtonpost.com/national-security/2026/08/08/senate-narrowly-approves-todd-blanche-ag-capping-tough-confirmation-fight/
20260923T220951Z	mention-89f1d41d864dfec9	doc-wapo-bondi-subpoena-2026-03-17	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post reports Bondi subpoenaed to appear before House committee.	3	0.90		https://www.washingtonpost.com/politics/2026/03/17/epstein-files-bondi-subpoena/
20260923T220951Z	mention-8fea0215ecf61946	doc-wapo-european-mla-2026-09-09	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: Europeans investigating Epstein say DOJ has not agreed to requests for help.	3	0.90		https://www.washingtonpost.com/world/2026/09/09/europeans-investigating-epstein-say-doj-has-not-agreed-requests-help/
20260923T220951Z	mention-3dc8a932f9e8a495	doc-wapo-gao-review-2026-04-28	entity-0ed790114511fedd	person	Washington Post	Washington Post	washington post	news_clipping	Washington Post: GAO agrees to review DOJ's handling of Epstein files.	3	0.90		https://www.washingtonpost.com/politics/2026/04/28/epstein-files-gao/
